"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS011","HS021","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH081","HH091","HX010","HX040","HX050","HX060","HX070","HX080","HX090","HX120"
"2011","LV",605,"2","2011","6",3741,1562,0,0,,,,,,,,,0,0,0,0,0,,0,,0,53,0,,2126,,"NA","2","NA","2","1","2","1","1","1","1","1","4","1411.03","1","NA","2","2","2","2","4","1","3","2","1","9.88","NA","190.49","0","1","1",,"1",1,,,,,
"2011","LV",613,"2","2011","15",3327,3267,0,0,,,,,,,,,0,0,0,0,0,,0,,0,60,0,,0,,"1","3","NA","2","1","2","1","1","1","1","1","2","1411.03","1","NA","2","2","2","2","4","1","2","2","1","NA","NA","2.82","0","1","1",,"1",1,,,,,
"2011","LV",630,"3","2011","90",10580,10548,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,0,,32,,"2","3","NA","2","1","2","1","1","1","1","2","2","423.31","3","NA","2","2","1","2","3","1","4","1","1","NA","NA","126.99","0","1","1",,"1",1,,,,,
"2011","LV",631,"2","2011","13",4567,4534,0,0,,,,,,,,,0,0,0,0,0,,0,,0,33,0,,0,,"NA","2","3","1","1","2","1","1","1","1","1","3","705.52","2","NA","2","1","2","1","4","2","4","2","1","NA","NA","141.1","0","1","1",,"1",1,,,,,
"2011","LV",654,"2","2011","7",3205,3191,0,0,,,,,,,,,0,0,0,0,0,,0,,0,14,0,,0,,"NA","3","NA","1","2","2","1","1","1","1","1","5","846.62","1","NA","2","2","1","2","4","1","2","2","1","NA","NA","325.46","0","1","1",,"1",1,,,,,
"2011","LV",670,"2","2011","18",2940,2549,0,0,,,,,,,,,0,0,0,0,0,,0,,0,6,0,,385,,"3","3","3","1","1","2","1","1","1","1","1","2","1128.83","2","NA","2","2","2","2","4","2","3","2","1","NA","NA","141.1","0","1","1",,"1",1,,,,,
"2011","LV",672,"2","2011","5",4604,3432,0,0,,,,,,,,,0,0,551,267,801,,0,,0,1171,0,,0,,"2","3","NA","2","1","2","1","1","2","1","1","3","1411.03","2","NA","2","2","2","2","4","1","3","2","1","423.31","NA","190.49","257.29","1","1",,"1",1,,,,,
"2011","LV",675,"1","2011","6",2946,2920,0,0,,,,,,,,,0,0,0,0,0,,0,,0,26,0,,0,,"NA","3","NA","1","1","2","1","1","2","1","3","2","352.76","1","NA","2","1","2","2","3","1","5","2","2","NA","NA","285.16","0","3","1",,"1",1,,,,,
"2011","LV",678,"3","2011","12",0,-1341,0,0,,,,,,,,,0,0,0,0,0,,0,,0,72,0,,1269,,"NA","3","NA","1","2","2","1","1","2","1","2","2","1411.03","2","NA","1","2","2","2","1","1","5","1","1","29.63","NA","138.7","0","1","1",,"1",1,,,,,
"2011","LV",679,"2","2011","5",2646,1484,0,0,,,,,,,,,0,0,0,0,0,,0,,0,7,0,,1155,,"NA","3","NA","1","1","2","1","1","2","2","3","2","846.62","2","NA","1","2","1","2","4","1","3","1","2","NA","NA","148.16","0","1","1",,"1",1,,,,,
"2011","LV",686,"3","2011","8",3887,3858,0,0,,,,,,,,,0,0,0,0,0,,0,,0,29,0,,0,,"NA","2","NA","1","1","2","1","1","1","1","1","2","634.97","1","NA","2","2","2","2","4","1","3","2","2","NA","NA","42.33","0","1","1",,"1",1,,,,,
"2011","LV",708,"2","2011","17",5954,5928,0,0,,,,,,,,,0,0,0,0,3300,,0,,0,6,0,,20,,"NA","3","NA","1","1","2","1","1","1","1","2","3","564.41","1","NA","2","2","2","2","2","1","2","2","1","NA","NA","42.33","0","1","1",,"1",1,,,,,
"2011","LV",720,"3","2011","6",431,428,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3,,"NA","3","NA","1","1","2","1","1","1","1","1","2","705.52","3","NA","2","1","1","2","4","3","2","1","2","98.77","NA","152.39","91.99","1","1",,"1",1,,,,,
"2011","LV",730,"2","2011","4",3049,3002,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,0,,46,,"NA","3","3","1","1","2","1","1","1","1","3","3","493.86","1","2","2","2","2","2","2","1","1","2","1","NA","NA","414.65","0","1","1",,"1",1,,,,,
"2011","LV",747,"3","2011","7",3645,3554,0,0,,,,,,,,,0,0,0,0,0,,0,,0,92,0,,0,,"NA","3","NA","2","1","2","1","3","1","1","1","3","634.97","1","2","2","2","2","2","2","1","3","2","2","NA","NA","98.77","0","1","1",,"1",1,,,,,
"2011","LV",754,"2","2011","57",2722,2701,0,0,,,,,,,,,0,0,0,0,0,,0,,0,21,0,,0,,"NA","3","NA","1","1","2","1","3","1","1","1","5","1269.93","2","NA","2","2","1","2","4","4","3","2","1","NA","NA","55.03","0","1","1",,"1",1,,,,,
"2011","LV",760,"2","2011","18",4001,3990,0,0,,,,,,,,,0,0,0,0,238,,0,,0,12,0,,0,,"NA","3","NA","2","2","1","1","1","1","1","1","3","2116.55","1","NA","1","2","2","2","4","1","4","2","1","77.61","NA","178.31","0","1","1",,"1",1,,,,,
"2011","LV",774,"3","2011","7",2775,2765,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,4,,6,,"NA","3","NA","2","1","2","1","1","3","2","3","3","564.41","1","NA","2","2","2","2","1","1","5","2","1","NA","NA","258.21","0","1","1",,"1",1,,,,,
"2011","LV",799,"2","2011","58",9626,9612,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,0,,13,,"3","3","NA","2","1","1","1","1","1","1","2","2","1693.24","2","NA","2","2","2","2","1","4","2","1","2","NA","NA","119.92","0","3","1",,"1",1,,,,,
"2011","LV",801,"2","2011","6",0,-56,0,0,,,,,,,,,0,0,0,0,0,,0,,0,56,0,,0,,"3","3","NA","2","2","2","1","1","2","1","3","3","987.72","3","NA","2","2","2","2","4","5","4","1","2","NA","NA","359.94","0","1","1",,"1",1,,,,,
"2011","LV",826,"2","2011","8",4943,4269,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,674,,"NA","3","NA","2","1","2","1","1","1","1","1","4","564.41","2","2","2","1","2","2","1","2","2","2","2","31.04","NA","111.47","0","3","1",,"1",1,,,,,
"2011","LV",855,"2","2011","9",4300,4175,0,0,,,,,,,,,0,0,0,140,0,,0,,0,125,0,,0,,"NA","3","NA","1","2","2","1","1","2","1","2","2","846.62","1","NA","2","2","2","2","4","3","3","1","1","NA","NA","162.27","0","3","1",,"1",1,,,,,
"2011","LV",869,"2","2011","9",218,165,0,0,,,,,,,,,0,0,196,0,0,,0,,0,53,0,,0,,"3","3","NA","1","2","2","1","1","2","1","3","5","423.31","1","NA","2","2","1","2","4","1","2","2","1","NA","NA","112.88","0","1","1",,"1",1,,,,,
"2011","LV",873,"2","2011","8",6479,61,0,0,,,,,,,,,0,0,0,0,0,,0,,0,488,0,,5931,,"NA","3","3","2","1","1","1","1","1","1","1","3","776.07","3","NA","2","2","2","2","1","3","3","2","1","NA","NA","211.66","0","1","1",,"1",1,,,,,
"2011","LV",875,"2","2011","4",2736,2689,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,30,,15,,"NA","2","NA","2","1","2","1","1","1","1","1","2","1128.83","1","NA","2","2","2","1","1","1","6","2","1","NA","NA","98.77","0","1","1",,"1",1,,,,,
"2011","LV",880,"2","2011","7",3071,3056,0,0,,,,,,,,,0,0,0,0,131,,0,,0,0,14,,0,,"NA","3","NA","2","1","2","1","1","1","1","1","2","987.72","1","NA","2","2","2","2","4","2","2","2","1","NA","NA","64.91","0","3","1",,"1",1,,,,,
"2011","LV",884,"3","2011","3",3487,2885,0,0,,,,,,,,,0,0,0,0,0,,0,,0,602,0,,0,,"3","3","NA","1","1","2","1","1","1","1","1","3","846.62","3","NA","1","2","1","2","4","1","2","2","1","NA","NA","155.21","0","1","1",,"1",1,,,,,
"2011","LV",905,"2","2011","10",2997,2355,0,0,,,,,,,,,0,0,0,254,0,,0,,0,642,0,,0,,"NA","2","NA","2","2","1","1","1","1","1","3","2","846.62","1","NA","2","2","2","2","1","5","2","2","2","NA","NA","329.02","0","1","1",,"1",1,,,,,
"2011","LV",910,"2","2011","10",11005,9073,0,0,,,,,,,,,0,0,0,0,0,,0,,0,190,0,,1743,,"2","3","NA","1","1","2","1","1","1","1","1","3","1128.83","1","NA","2","1","1","2","1","1","3","2","1","95.95","NA","183.43","0","1","1",,"1",1,,,,,
"2011","LV",915,"2","2011","20",2842,2819,0,0,,,,,,,,,0,0,0,0,0,,0,,0,24,0,,0,,"NA","3","NA","2","1","2","1","1","1","1","1","3","1128.83","2","3","1","2","1","2","3","1","5","2","1","NA","NA","352.76","1018.2","1","1",,"1",1,,,,,
"2011","LV",936,"2","2011","6",3292,3246,0,0,,,,,,,,,0,0,0,0,0,,0,,0,6,0,,41,,"NA","3","NA","1","2","1","1","1","1","1","1","3","493.86","2","NA","2","1","2","2","1","1","1","2","2","NA","NA","62.09","0","1","1",,"1",1,,,,,
"2011","LV",938,"3","2011","7",2313,1999,0,0,,,,,,,,,0,0,0,0,0,,0,,0,314,0,,0,,"NA","3","NA","2","1","2","1","1","1","1","1","3","1411.03","1","NA","2","1","2","2","4","1","2","2","2","141.1","NA","225.77","0","1","3",,"1",1,,,,,
"2011","LV",951,"2","2011","8",1530,1521,0,0,,,,,,,,,0,0,0,152,0,,0,,0,10,0,,0,,"NA","3","NA","2","1","2","1","1","3","1","2","4","705.52","3","NA","2","2","2","2","4","1","1","1","1","NA","NA","119.94","70.93","1","1",,"1",1,,,,,
"2011","LV",958,"2","2011","14",13371,11692,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1679,0,,0,,"NA","3","NA","1","1","1","1","1","1","1","1","2","1411.03","2","NA","2","2","2","2","4","2","3","1","1","NA","NA","NA","0","1","1",,"1",1,,,,,
"2011","LV",964,"2","2011","9",4328,-1938,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,6266,,"NA","3","NA","2","1","1","1","1","3","1","3","1","846.62","2","1","2","2","2","1","3","1","3","2","1","NA","NA","35.28","0","1","1",,"1",1,,,,,
"2011","LV",968,"2","2011","23",2227,2215,0,0,,,,,,,,,0,0,0,0,0,,0,,0,12,0,,0,,"NA","3","NA","1","1","2","2","1","1","1","2","2","846.62","3","2","2","2","2","2","1","1","1","1","1","58.92","NA","7.06","0","1","1",,"1",1,,,,,
"2011","LV",970,"2","2011","29",0,-101,0,0,,,,,,,,,0,0,0,0,0,,0,,0,101,0,,0,,"2","3","3","2","1","2","1","1","1","3","3","2","423.31","2","NA","2","2","2","2","4","3","2","2","1","NA","NA","98.77","0","3","1",,"1",1,,,,,
"2011","LV",973,"2","2011","7",3280,3234,0,0,,,,,,,,,0,0,0,0,0,,0,,0,46,0,,0,,"NA","2","3","2","1","2","1","1","1","1","2","1","1128.83","1","NA","2","2","2","2","2","2","2","2","2","NA","NA","64.91","0","3","1",,"1",1,,,,,
