"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS011","HS021","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH081","HH091","HX010","HX040","HX050","HX060","HX070","HX080","HX090","HX120"
"2011","BG",123,"2","2011","30",1196,1191,0,0,,,,,,,,,0,0,0,0,0,,0,,0,5,0,,0,,"NA","3","NA","2","1","2","1","1","2","2","2","2","1022.6","1","NA","1","1","2","1","4","4","3","2","1","NA","51.13","99.7","0","1","1",,"1",1,,,,,
"2011","BG",130,"2","2011","20",811,763,0,0,,,,,,,,,0,0,0,0,0,,0,,0,47,0,,0,,"1","3","NA","2","2","2","1","1","3","1","2","4","766.95","3","1","2","1","1","2","1","1","4","2","2","NA","102.26","61.36","0","1","1",,"1",1,,,,,
"2011","BG",170,"2","2011","15",1194,470,0,0,,,,,,,,,0,0,0,0,0,,0,,0,240,0,,484,,"NA","3","NA","2","1","2","2","1","3","1","2","3","153.39","2","NA","2","2","2","2","1","1","3","2","2","NA","51.13","75.16","0","1","1",,"1",1,,,,,
"2011","BG",208,"2","2011","30",1506,1506,0,0,,,,,,,,,0,0,0,0,242,,0,,0,0,0,,0,,"NA","3","NA","2","2","2","1","1","3","1","3","3","255.65","2","NA","2","2","2","1","1","1","2","2","2","NA","178.95","76.69","0","3","1",,"1",1,,,,,
"2011","BG",231,"2","2011","35",1119,1041,0,0,,,,,,,,,0,0,0,0,0,,0,,0,78,0,,0,,"NA","3","NA","1","2","1","1","1","1","1","2","3","1022.6","2","NA","2","2","2","2","2","5","2","2","1","NA","81.81","165.66","0","1","3",,"1",1,,,,,
"2011","BG",328,"2","2011","30",1094,1093,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,0,,0,,"NA","1","NA","1","1","2","1","1","1","2","1","2","255.65","2","NA","2","1","2","1","4","1","3","2","1","NA","30.68","76.69","0","1","1",,"1",1,,,,,
"2011","BG",355,"2","2011","20",3273,3138,0,0,,,,,,,,,0,0,0,0,0,,0,,0,135,0,,0,,"NA","3","NA","2","2","1","1","1","1","1","2","3","255.65","2","NA","2","2","2","1","1","1","4","2","1","NA","76.69","13.29","0","1","1",,"1",1,,,,,
"2011","BG",357,"2","2011","17",5173,5159,0,0,,,,,,,,,0,0,0,0,1143,,0,,0,0,0,,14,,"NA","3","NA","1","1","1","1","1","1","1","1","2","1022.6","2","NA","2","2","2","2","4","1","4","2","1","NA","76.69","117.68","0","1","1",,"1",1,,,,,
"2011","BG",405,"2","2011","15",1860,1319,0,0,,,,,,,,,0,0,0,0,0,,0,,0,541,0,,0,,"NA","2","NA","2","2","1","1","1","1","1","3","3","1022.6","2","NA","2","2","1","2","4","1","4","1","1","NA","25.56","94.59","0","1","3",,"1",1,,,,,
"2011","BG",433,"2","2011","30",725,711,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,13,,"NA","3","NA","2","2","2","1","1","1","1","3","2","1022.6","1","1","2","2","2","2","1","1","3","2","1","NA","153.39","122.71","0","1","2",,"1",1,,,,,
"2011","BG",443,"2","2011","19",1535,1526,0,0,,,,,,,,,0,0,0,0,0,,0,,0,9,0,,0,,"NA","3","2","2","2","1","1","1","3","1","1","3","511.3","2","NA","2","1","2","2","2","1","3","2","2","NA","76.69","107.37","0","3","1",,"1",1,,,,,
"2011","BG",460,"2","2011","25",865,859,0,0,,,,,,,,,0,0,0,0,0,,0,,0,6,0,,0,,"NA","3","NA","1","1","1","1","1","3","1","1","3","1533.9","2","1","2","1","2","1","4","1","3","2","2","NA","76.69","145.72","0","1","1",,"1",1,,,,,
"2011","BG",462,"3","2011","15",897,858,0,0,,,,,,,,,0,0,0,0,0,,0,,0,7,0,,32,,"NA","2","NA","2","2","1","1","1","1","1","3","2","766.95","1","NA","2","2","2","2","2","1","3","2","1","NA","NA","624.81","6.14","1","1",,"1",1,,,,,
"2011","BG",505,"2","2011","30",1639,1199,0,0,,,,,,,,,0,0,0,0,0,,0,,0,41,0,,399,,"NA","2","NA","1","1","1","1","1","1","1","1","1","511.3","1","NA","2","2","2","2","1","1","2","2","1","NA","511.3","174.86","0","1","3",,"1",1,,,,,
"2011","BG",515,"2","2011","20",3471,3311,0,0,,,,,,,,,0,0,0,0,0,,0,,0,159,0,,0,,"NA","3","NA","2","1","2","1","1","1","1","1","1","1022.6","2","NA","2","2","2","2","4","1","4","2","2","NA","204.52","71.58","0","1","1",,"1",1,,,,,
"2011","BG",530,"2","2011","20",1496,1491,0,0,,,,,,,,,0,0,0,0,0,,0,,0,5,0,,0,,"NA","3","NA","2","2","1","1","1","3","1","1","4","766.95","2","NA","2","2","2","1","2","1","3","2","1","NA","51.13","28.12","0","3","2",,"1",1,,,,,
"2011","BG",540,"2","2011","30",5357,5342,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,15,,"NA","3","NA","1","1","2","1","1","2","1","1","2","511.3","2","NA","2","2","2","1","4","1","3","2","1","NA","61.36","99.7","0","1","1",,"1",1,,,,,
"2011","BG",547,"2","2011","25",1104,1104,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,0,,0,,"NA","3","NA","2","2","2","1","1","2","1","2","1","766.95","1","NA","2","2","2","2","1","1","4","2","2","NA","51.13","56.24","0","1","1",,"1",1,,,,,
"2011","BG",594,"3","2011","30",982,959,0,0,,,,,,,,,0,0,0,0,0,,0,,0,23,0,,0,,"NA","3","NA","1","2","2","1","1","2","1","3","2","511.3","3","NA","2","2","2","1","4","1","2","2","2","NA","76.69","40.39","0","1","1",,"1",1,,,,,
"2011","BG",598,"2","2011","35",2427,2422,0,0,,,,,,,,,0,0,0,0,0,,0,,0,5,0,,0,,"NA","3","NA","1","1","2","1","1","1","1","3","3","2045.2","2","NA","2","1","2","2","1","3","6","2","2","NA","230.08","81.81","0","1","1",,"1",1,,,,,
"2011","BG",604,"2","2011","50",1211,1205,0,0,,,,,,,,,0,0,127,0,0,,0,,0,6,0,,0,,"NA","3","NA","2","1","1","1","1","3","1","1","2","766.95","1","NA","2","2","2","2","4","1","2","1","2","NA","127.82","66.47","0","1","1",,"1",1,,,,,
"2011","BG",642,"2","2011","40",1600,1591,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,9,,"NA","3","NA","2","1","2","1","1","1","1","3","3","511.3","2","NA","2","2","2","2","1","1","3","1","1","NA","127.82","71.58","0","2","3",,"1",1,,,,,
"2011","BG",742,"2","2011","60",2745,2484,0,0,,,,,,,,,0,0,0,0,74,,0,,0,261,0,,0,,"NA","3","NA","1","1","1","1","1","1","1","1","2","1022.6","3","NA","2","1","2","2","1","1","3","2","2","NA","153.39","51.13","0","2","2",,"1",1,,,,,
"2011","BG",759,"2","2011","25",1877,1875,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2,,"NA","2","NA","2","1","2","1","1","2","1","3","3","409.04","1","1","2","2","2","1","4","1","2","2","2","NA","76.69","74.14","0","2","1",,"1",1,,,,,
"2011","BG",768,"3","2011","10",829,812,0,0,,,,,,,,,0,0,0,0,0,,0,,0,17,0,,0,,"NA","2","NA","2","2","1","1","1","1","1","1","2","766.95","2","NA","2","1","2","1","4","1","2","2","1","NA","20.45","74.14","0","1","3",,"1",1,,,,,
"2011","BG",788,"2","2011","15",1006,1006,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,0,,0,,"NA","3","NA","1","1","1","1","1","1","1","1","5","1431.64","1","NA","2","2","2","2","4","5","3","2","1","NA","143.16","168.73","0","2","1",,"1",1,,,,,
"2011","BG",847,"2","2011","90",1679,1675,0,0,,,,,,,,,0,0,0,0,0,,0,,0,4,0,,0,,"NA","3","NA","1","1","2","1","1","1","1","1","3","1022.6","1","NA","2","2","2","2","1","1","3","1","2","NA","76.69","138.05","0","1","1",,"1",1,,,,,
"2011","BG",862,"2","2011","35",812,794,0,0,,,,,,,,,0,0,0,0,50,,0,,0,18,0,,0,,"NA","3","NA","1","1","2","3","1","1","2","1","1","1022.6","2","NA","2","2","2","2","1","1","2","2","2","NA","25.56","73.12","0","1","1",,"1",1,,,,,
"2011","BG",866,"2","2011","17",1014,476,0,0,,,,,,,,,0,0,0,0,0,,0,,0,41,0,,498,,"NA","3","NA","2","2","1","1","1","1","1","2","3","1278.25","1","NA","2","2","2","2","2","1","3","2","2","NA","25.56","56.24","0","1","2",,"1",1,,,,,
"2011","BG",867,"2","2011","15",931,927,0,0,,,,,,,,,0,0,0,0,45,,0,,0,0,0,,3,,"NA","1","3","2","2","2","1","1","1","1","1","2","2556.5","2","NA","2","1","1","2","1","1","4","2","1","NA","204.52","56.24","0","1","1",,"1",1,,,,,
"2011","BG",871,"2","2011","20",1518,1478,0,0,,,,,,,,,0,0,0,0,0,,0,,0,40,0,,0,,"NA","3","NA","2","2","2","1","1","3","1","1","2","1533.9","1","NA","2","2","2","2","1","1","6","2","1","NA","102.26","25.56","0","1","3",,"1",1,,,,,
"2011","BG",932,"2","2011","60",1499,1495,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,0,,4,,"NA","3","NA","1","2","2","1","1","1","1","3","3","1431.64","2","NA","2","2","2","2","4","1","2","2","1","NA","51.13","84.36","0","1","1",,"1",1,,,,,
"2011","BG",962,"2","2011","20",1388,1367,0,0,,,,,,,,,0,0,129,0,0,,0,,0,21,0,,0,,"NA","2","3","1","2","2","1","1","3","3","1","3","127.82","1","NA","2","2","2","2","4","5","4","2","2","NA","127.82","66.47","0","1","2",,"1",1,,,,,
"2011","BG",968,"2","2011","15",893,813,0,0,,,,,,,,,0,0,0,0,0,,0,,0,80,0,,0,,"NA","3","NA","1","2","2","1","1","1","1","1","1","153.39","1","NA","2","2","1","2","2","1","2","2","2","NA","NA","69.03","0","1","1",,"1",1,,,,,
"2011","BG",973,"3","2011","30",975,974,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,0,,"NA","3","3","2","1","2","2","1","3","1","3","1","1227.12","1","NA","2","2","1","2","1","5","2","2","1","NA","204.52","32.21","0","2","1",,"1",1,,,,,
"2011","BG",1025,"2","2011","13",1285,1014,0,0,,,,,,,,,0,0,171,0,0,,0,,0,5,0,,266,,"NA","2","NA","1","1","1","1","1","1","1","3","1","511.3","1","NA","2","2","2","1","2","1","6","2","2","NA","61.36","81.81","0","1","1",,"1",1,,,,,
"2011","BG",1045,"2","2011","20",945,871,0,0,,,,,,,,,0,0,0,0,0,,0,,0,2,0,,72,,"NA","3","NA","2","2","2","1","1","1","1","3","1","255.65","1","NA","2","1","1","1","1","1","3","2","1","NA","25.56","44.48","0","1","1",,"1",1,,,,,
"2011","BG",1097,"2","2011","15",1310,1298,0,0,,,,,,,,,0,0,0,0,0,,0,,0,13,0,,0,,"NA","3","NA","2","2","2","1","1","1","1","1","1","1022.6","1","NA","2","2","2","1","4","5","2","2","2","NA","127.82","166.68","0","1","1",,"1",1,,,,,
"2011","BG",1099,"2","2011","20",1003,996,0,0,,,,,,,,,0,0,0,0,0,,0,,0,7,0,,0,,"NA","3","NA","2","2","2","1","1","2","2","2","4","306.78","1","NA","2","2","2","1","1","1","2","2","1","NA","255.65","76.69","0","1","1",,"1",1,,,,,
"2011","BG",1128,"3","2011","10",311,309,0,0,,,,,,,,,0,0,311,0,0,,0,,0,2,0,,0,,"NA","3","NA","2","1","1","2","1","2","1","1","2","766.95","1","NA","2","2","2","2","4","1","2","2","1","NA","511.3","184.07","0","1","1",,"1",1,,,,,
"2011","BG",1192,"2","2011","40",902,894,0,0,,,,,,,,,0,0,0,0,0,,0,,0,9,0,,0,,"NA","3","NA","1","1","1","1","1","1","1","3","3","1022.6","2","NA","2","2","2","2","4","1","4","2","1","NA","20.45","104.82","0","1","1",,"1",1,,,,,
"2011","BG",1198,"2","2011","60",1439,1438,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,0,,"NA","3","NA","1","2","2","1","1","2","2","3","2","1022.6","2","NA","2","2","2","2","1","1","2","2","2","NA","153.39","88.45","0","1","3",,"1",1,,,,,
"2011","BG",1201,"2","2011","40",1066,552,0,0,,,,,,,,,0,0,0,0,0,,0,,0,514,0,,0,,"NA","3","NA","2","2","1","1","1","3","1","1","2","511.3","1","NA","2","2","1","2","1","1","3","2","1","NA","51.13","83.34","0","1","1",,"1",1,,,,,
"2011","BG",1203,"2","2011","30",2243,2239,0,0,,,,,,,,,0,0,0,0,1201,,0,,0,1,0,,3,,"NA","1","NA","2","2","1","1","1","1","2","2","1","460.17","2","NA","2","1","2","1","2","1","2","2","1","NA","30.68","86.41","0","1","1",,"1",1,,,,,
"2011","BG",1249,"2","2011","20",1001,997,0,0,,,,,,,,,0,0,118,0,85,,0,,0,4,0,,0,,"NA","2","NA","1","2","1","1","1","3","1","1","3","460.17","2","1","2","2","2","1","1","1","4","2","1","NA","76.69","48.06","0","3","3",,"1",1,,,,,
"2011","BG",1253,"2","2011","30",3735,3235,0,0,,,,,,,,,0,0,0,0,0,,0,,0,500,0,,0,,"NA","3","NA","1","1","2","1","1","1","1","1","2","613.56","2","NA","2","2","2","2","3","1","1","2","1","NA","153.39","85.39","0","1","1",,"1",1,,,,,
"2011","BG",1254,"2","2011","14",5946,5935,0,0,,,,,,,,,0,0,0,0,0,,0,,0,11,0,,0,,"NA","1","NA","2","2","2","1","1","2","1","1","3","255.65","1","NA","1","2","1","2","4","1","4","2","1","NA","306.78","48.57","0","2","2",,"1",1,,,,,
"2011","BG",1259,"2","2011","50",1429,1358,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,71,,"NA","3","2","1","1","2","1","1","2","1","1","2","255.65","2","NA","2","2","2","2","4","3","6","2","2","NA","127.82","107.88","0","2","1",,"1",1,,,,,
"2011","BG",1319,"2","2011","50",1221,1218,0,0,,,,,,,,,0,0,0,0,0,,0,,0,3,0,,0,,"NA","3","NA","1","1","2","2","1","1","1","3","3","766.95","2","2","2","2","2","2","1","1","3","2","2","NA","102.26","173.84","0","3","3",,"1",1,,,,,
"2011","BG",1334,"2","2011","20",1855,1831,0,0,,,,,,,,,0,0,0,0,355,,0,,0,1,0,,24,,"NA","2","NA","2","1","2","1","1","1","1","1","2","1124.86","1","NA","2","2","2","2","4","1","4","2","1","NA","102.26","131.92","0","2","1",,"1",1,,,,,
"2011","BG",1338,"2","2011","15",1936,964,0,0,,,,,,,,,0,0,0,0,1219,,0,,0,972,0,,0,,"NA","3","NA","1","1","1","1","1","2","1","2","4","511.3","2","NA","2","2","2","2","1","1","3","2","1","NA","30.68","62.38","0","1","3",,"1",1,,,,,
"2011","BG",1342,"3","2011","25",1640,1635,0,0,,,,,,,,,0,0,0,0,0,,0,,0,5,0,,0,,"NA","3","NA","2","1","2","1","1","3","1","1","2","766.95","2","NA","2","1","2","1","1","1","3","1","2","NA","76.69","69.03","0","3","3",,"1",1,,,,,
"2011","BG",1380,"2","2011","60",1495,1476,0,0,,,,,,,,,0,0,0,0,0,,0,,0,20,0,,0,,"NA","3","NA","1","1","2","1","1","3","1","1","1","1022.6","1","NA","2","2","1","2","1","1","3","2","1","NA","25.56","133.45","0","1","3",,"1",1,,,,,
"2011","BG",1381,"2","2011","20",3780,3768,0,0,,,,,,,,,0,0,0,0,566,,0,,0,1,0,,12,,"NA","3","NA","2","2","2","1","1","3","1","3","3","511.3","1","NA","2","2","2","2","1","5","2","2","1","39.88","30.68","51.13","0","1","1",,"1",1,,,,,
"2011","BG",1413,"2","2011","40",6509,4986,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1523,0,,0,,"NA","2","NA","2","1","1","3","1","1","1","2","1","306.78","2","NA","2","1","2","1","4","1","2","2","2","NA","76.69","51.13","0","1","1",,"1",1,,,,,
"2011","BG",1434,"2","2011","35",4503,485,0,0,,,,,,,,,0,0,0,0,513,,0,,0,4017,0,,0,,"NA","3","NA","1","1","2","1","1","1","1","2","1","1789.55","2","NA","2","2","2","2","3","1","2","2","2","NA","153.39","138.56","0","1","1",,"1",1,,,,,
"2011","BG",1443,"3","2011","15",954,943,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,11,,"NA","2","NA","1","2","2","1","1","2","1","1","3","1022.6","2","NA","2","2","1","2","4","5","2","2","1","NA","102.26","59.31","0","1","3",,"1",1,,,,,
"2011","BG",1444,"2","2011","40",2013,666,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1347,0,,0,,"NA","3","NA","1","1","2","1","1","1","1","1","4","357.91","3","NA","2","1","2","1","4","1","3","2","1","NA","25.56","25.56","0","1","1",,"1",1,,,,,
"2011","BG",1478,"2","2011","15",1876,867,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1009,0,,0,,"NA","3","NA","2","2","1","1","1","1","1","3","1","357.91","1","NA","2","2","2","2","4","1","2","2","2","NA","40.9","51.13","0","1","2",,"1",1,,,,,
"2011","BG",1499,"3","2011","20",866,866,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,0,,0,,"NA","3","NA","2","1","1","1","1","1","1","2","2","1022.6","1","NA","2","2","2","2","4","1","3","2","1","NA","25.56","103.28","0","1","1",,"1",1,,,,,
"2011","BG",1513,"2","2011","25",1049,1048,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1,,"NA","3","NA","1","1","1","1","1","3","1","1","1","1533.9","3","NA","2","1","2","1","4","1","3","2","1","NA","102.26","103.28","0","1","1",,"1",1,,,,,
"2011","BG",1523,"2","2011","55",10296,9390,0,0,,,,,,,,,0,0,0,0,120,,0,,0,906,0,,0,,"NA","2","NA","1","1","2","1","1","3","1","1","3","920.34","1","NA","2","2","2","2","4","1","6","1","1","NA","306.78","41.42","0","3","1",,"1",1,,,,,
"2011","BG",1557,"2","2011","15",1232,1221,0,0,,,,,,,,,0,0,0,0,296,,0,,0,11,0,,0,,"NA","1","NA","2","1","1","1","1","3","1","1","3","766.95","2","NA","2","2","1","2","1","1","4","2","1","NA","102.26","106.86","0","3","1",,"1",1,,,,,
"2011","BG",1568,"2","2011","45",692,680,0,0,,,,,,,,,0,0,0,0,0,,0,,0,12,0,,0,,"NA","1","NA","2","1","2","1","1","2","1","1","5","409.04","2","NA","2","2","1","2","1","5","3","1","1","NA","92.03","128.59","0","3","3",,"1",1,,,,,
"2011","BG",1578,"3","2011","20",1951,1948,0,0,,,,,,,,,0,0,0,0,1158,,0,,0,0,0,,3,,"NA","3","NA","2","2","2","1","1","3","1","1","1","178.95","1","NA","2","2","2","2","1","1","3","2","2","NA","102.26","20.96","0","1","1",,"1",1,,,,,
"2011","BG",1585,"2","2011","15",1356,1352,0,0,,,,,,,,,0,0,0,0,0,,0,,0,4,0,,0,,"3","3","NA","2","1","2","1","1","1","1","1","5","613.56","3","NA","2","2","2","1","4","1","4","2","2","NA","51.13","174.86","0","1","1",,"1",1,,,,,
"2011","BG",1620,"2","2011","30",877,841,0,0,,,,,,,,,0,0,0,0,0,,0,,0,36,0,,0,,"2","3","NA","2","1","2","1","1","1","1","3","3","511.3","1","NA","2","2","2","2","1","1","3","2","1","NA","76.69","95.61","0","2","3",,"1",1,,,,,
"2011","BG",1702,"2","2011","20",858,841,0,0,,,,,,,,,0,0,0,0,0,,0,,0,17,0,,0,,"NA","3","NA","2","2","2","1","1","1","1","1","5","2556.5","1","NA","2","2","2","2","2","1","3","2","1","NA","76.69","85.9","0","1","1",,"1",1,,,,,
"2011","BG",1787,"3","2011","20",1499,1480,0,0,,,,,,,,,0,0,0,0,0,,0,,0,18,0,,0,,"NA","3","NA","2","2","1","1","1","2","1","1","1","766.95","1","NA","2","2","2","2","4","1","4","2","1","NA","102.26","78.23","0","1","1",,"1",1,,,,,
"2011","BG",1795,"2","2011","15",0,-2,0,0,,,,,,,,,0,0,0,0,0,,0,,0,2,0,,0,,"NA","3","NA","1","2","2","1","1","1","1","1","1","511.3","1","NA","2","2","2","2","1","1","1","2","1","NA","51.13","34.26","0","1","3",,"1",1,,,,,
"2011","BG",1840,"2","2011","60",1237,1234,0,0,,,,,,,,,0,0,0,0,230,,0,,0,3,0,,0,,"NA","3","NA","2","2","2","2","1","2","1","1","3","511.3","1","NA","2","2","2","2","1","1","3","2","2","NA","30.68","98.68","0","1","1",,"1",1,,,,,
"2011","BG",1846,"2","2011","80",717,693,0,0,,,,,,,,,0,0,0,0,0,,0,,0,24,0,,0,,"NA","3","NA","1","2","1","1","1","3","1","3","1","1022.6","2","NA","2","2","2","2","4","1","4","2","1","NA","102.26","38.35","0","1","3",,"1",1,,,,,
"2011","BG",1907,"2","2011","40",1298,1296,0,0,,,,,,,,,0,0,436,0,0,,0,,0,2,0,,0,,"NA","3","NA","2","1","1","1","1","1","1","2","4","715.82","2","NA","2","2","2","1","1","1","4","2","1","NA","102.26","25.56","0","1","1",,"1",1,,,,,
"2011","BG",1922,"3","2011","50",6229,6223,0,0,,,,,,,,,0,0,186,0,0,,0,,0,6,0,,0,,"NA","3","3","2","1","2","1","1","3","1","2","1","766.95","1","NA","2","2","2","2","3","1","3","2","2","NA","61.36","71.58","0","1","1",,"1",1,,,,,
"2011","BG",1984,"2","2011","30",1707,1290,0,0,,,,,,,,,0,0,0,0,0,,0,,0,417,0,,0,,"NA","2","NA","2","1","2","1","1","1","1","3","2","511.3","2","NA","2","1","2","2","4","1","5","2","2","NA","255.65","61.36","0","1","3",,"1",1,,,,,
"2011","BG",1989,"2","2011","25",0,-24,0,0,,,,,,,,,0,0,0,0,0,,0,,0,24,0,,0,,"NA","3","NA","2","2","2","3","1","1","1","2","3","357.91","3","2","2","2","2","2","1","1","2","2","2","NA","127.82","99.7","0","1","1",,"1",1,,,,,
"2011","BG",2005,"2","2011","15",1970,1959,0,0,,,,,,,,,0,0,0,0,0,,0,,0,11,0,,0,,"3","3","NA","1","2","2","1","1","1","1","3","3","1022.6","3","NA","2","2","2","2","1","1","3","2","2","NA","511.3","132.94","0","1","2",,"1",1,,,,,
"2011","BG",2018,"2","2011","15",2654,2598,0,0,,,,,,,,,0,0,0,0,0,,0,,0,56,0,,0,,"NA","3","NA","2","1","2","1","1","1","1","1","1","204.52","1","NA","2","1","1","2","2","1","2","2","2","NA","10.23","82.83","0","1","3",,"1",1,,,,,
"2011","BG",2056,"2","2011","20",5472,5470,0,0,,,,,,,,,0,0,5,0,0,,0,,0,2,0,,0,,"NA","3","NA","2","2","2","1","1","3","1","1","3","766.95","2","1","2","2","2","1","4","1","4","2","1","NA","66.47","80.79","0","1","3",,"1",1,,,,,
"2011","BG",2071,"3","2011","40",2085,1626,0,0,,,,,,,,,0,0,0,0,0,,0,,0,459,0,,0,,"NA","3","NA","2","1","2","1","1","1","2","2","4","613.56","2","NA","2","2","2","1","1","1","4","2","1","NA","51.13","125.78","0","1","1",,"1",1,,,,,
"2011","BG",2088,"2","2011","20",748,729,0,0,,,,,,,,,0,0,0,0,0,,0,,0,19,0,,0,,"NA","3","NA","2","2","2","1","1","1","1","2","2","511.3","2","NA","2","2","1","2","1","1","2","2","2","NA","66.47","13.29","0","1","2",,"1",1,,,,,
"2011","BG",2105,"2","2011","40",5878,5575,0,0,,,,,,,,,0,0,0,0,0,,0,,0,303,0,,0,,"NA","2","NA","2","1","2","1","1","1","1","1","2","766.95","3","NA","2","2","2","2","4","5","3","2","2","NA","23.01","103.79","0","1","3",,"1",1,,,,,
"2011","BG",2114,"2","2011","15",821,801,0,0,,,,,,,,,0,0,0,0,0,,0,,0,19,0,,0,,"NA","3","NA","2","2","2","1","1","3","1","3","2","0.51","2","1","2","2","1","2","3","5","4","2","1","NA","102.26","171.29","0","1","1",,"1",1,,,,,
"2011","BG",2130,"2","2011","20",1264,1091,0,0,,,,,,,,,0,0,0,0,0,,0,,0,174,0,,0,,"3","3","NA","2","1","2","1","1","2","1","1","2","1533.9","3","NA","2","2","1","1","1","1","4","2","1","NA","102.26","69.03","0","1","3",,"1",1,,,,,
