"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","MAJAPPLY","MAJA_PLY","GFTC_MAJ","GFTC0MAJ","MAJ_MO","MAJ_MO_","MAJPURX","MAJPURX_","MAJRENTX","MAJR_NTX","MAJINSTX","MAJI_STX","MJAPPL1","MJAPPL1_","MJAPPL2","MJAPPL2_","MJAPPL3","MJAPPL3_","MJAPPL4","MJAPPL4_","MJAPPL5","MJAPPL5_","MJAPPL6","MJAPPL6_","MJAPPL7","MJAPPL7_","MJAPPL8","MJAPPL8_","MJAPPL9","MJAPPL9_"
"20192","04078862","2","0","1","140","D","1","D","02","D","900","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04078862","3","0","1","140","D","1","D","02","D","130","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04078862","4","0","1","195","D","1","D","02","D","800","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04078962","1","0","1","160","D","1","D","01","D","800","D","","A","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04079052","1","0","1","140","D","1","D","03","D","188","D","","A","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04079262","1","0","1","195","D","1","D","03","D","35","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04079262","2","0","2","120","D","1","D","01","D","10","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04079842","1","0","1","120","D","1","D","02","D","35","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04080002","1","0","1","120","D","1","D","03","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04091152","1","0","1","220","D","1","D","03","D","","H","","A","","H","100","D","140","D","160","D","120","D","","A","","A","","A","","A","","A"
"20192","04091152","1","1","1","100","D","1","D","03","D","1564","E","","A","80","E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04091152","1","2","1","140","D","1","D","03","D","3125","E","","A","39","E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04091152","1","3","1","160","D","1","D","03","D","1692","E","","A","79","E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04091152","1","4","1","120","D","1","D","03","D","619","E","","A","52","E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04091402","1","0","1","120","D","1","D","02","D","140","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04092042","1","0","2","140","D","1","D","02","D","1200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04092472","1","0","1","195","D","1","D","02","D","2400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04092902","1","0","1","160","D","1","D","02","D","320","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04092962","1","0","1","100","D","3","D","02","D","424","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04092972","1","0","2","120","D","1","D","02","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04093242","1","0","1","195","D","1","D","02","D","39","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04093242","2","0","1","195","D","1","D","03","D","39","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04093242","3","0","1","195","D","1","D","04","D","39","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04093262","1","0","1","195","D","1","D","03","D","836","F","","A","48","F","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04094052","1","0","2","140","D","1","D","02","D","108","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04094702","1","0","1","140","D","1","D","02","D","2449","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04095312","1","0","1","195","D","1","D","03","D","900","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04095382","1","0","1","100","D","1","D","03","D","541","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04095382","2","0","1","140","D","1","D","03","D","487","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04096002","1","0","1","140","D","1","D","03","D","2500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04097142","1","0","1","160","D","1","D","02","D","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04097142","2","0","1","195","D","1","D","03","D","750","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04097722","1","0","1","195","D","1","D","04","D","1800","D","","A","220","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04097732","1","0","1","120","D","1","D","04","D","118","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04097772","1","0","1","120","D","1","D","03","D","398","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04097902","1","0","1","195","D","1","D","04","D","850","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04097902","2","0","1","100","D","3","D","02","D","450","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04098062","1","0","1","120","D","1","D","02","D","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04098612","1","0","1","195","D","1","D","03","D","1300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04098964","1","0","2","120","D","3","D","02","D","53","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04099422","1","0","1","100","D","1","D","03","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04099422","2","0","1","195","D","1","D","03","D","700","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04099422","3","0","1","160","D","1","D","03","D","500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04099442","1","0","1","195","D","1","D","04","D","700","D","","A","20","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04099842","1","0","1","140","D","1","D","03","D","1211","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04099842","2","0","1","120","D","1","D","03","D","275","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04100622","1","0","1","195","D","2","D","","A","","A","641","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04101332","1","0","1","195","D","1","D","03","D","871","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04101962","1","0","1","195","D","1","D","04","D","2500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04101962","2","0","1","140","D","1","D","04","D","2600","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04101962","3","0","1","100","D","1","D","04","D","1600","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04101962","4","0","1","120","D","1","D","04","D","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04102022","1","0","1","195","D","1","D","04","D","980","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04102142","1","0","1","140","D","1","D","05","D","173","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04102314","1","0","1","195","D","1","D","03","D","500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04103742","1","0","1","100","D","1","D","05","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04103852","1","0","2","160","D","1","D","03","D","880","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04103924","1","0","1","100","D","1","D","05","D","600","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04104032","1","0","1","195","D","1","D","03","D","500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04104782","1","0","1","195","D","1","D","04","D","1500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04104992","1","0","1","160","D","1","D","05","D","650","D","","A","100","F","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04104992","2","0","2","140","D","1","D","03","D","140","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04105732","1","0","1","120","D","1","D","05","D","538","D","","A","130","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04106502","1","0","2","120","D","1","D","03","D","65","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04106862","1","0","1","140","D","1","D","04","D","97","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04106922","1","0","1","195","D","1","D","05","D","1000","D","","A","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04107052","1","0","1","140","D","1","D","05","D","162","D","","A","25","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04107052","2","0","1","120","D","1","D","03","D","65","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04107452","1","0","1","120","D","1","D","04","D","230","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04107622","1","0","1","140","D","1","D","05","D","900","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04107662","1","0","1","195","D","1","D","05","D","42","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04108592","1","0","1","195","D","1","D","04","D","900","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04108932","1","0","1","220","D","1","D","05","D","","H","","A","","A","220","D","195","D","","A","","A","","A","","A","","A","","A","","A"
"20192","04108932","1","1","1","120","D","1","D","05","D","23","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04108932","1","2","1","140","D","1","D","05","D","80","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04108932","1","3","1","195","D","1","D","05","D","181","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04109082","1","0","2","120","D","1","D","03","D","83","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04109312","1","0","1","160","D","1","D","03","D","1300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04109312","2","0","1","140","D","1","D","05","D","2300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04109332","1","0","1","100","D","1","D","05","D","620","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04109602","1","0","1","160","D","1","D","04","D","400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04109702","1","0","1","195","D","1","D","05","D","836","D","","A","48","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04109742","1","0","1","120","D","1","D","05","D","250","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04109872","1","0","1","140","D","1","D","04","D","1500","D","","A","50","F","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04110222","1","0","1","160","D","1","D","05","D","600","D","","A","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04110292","1","0","1","120","D","1","D","05","D","600","D","","A","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04110442","1","0","1","195","D","1","D","04","D","1354","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04110562","1","0","1","195","D","1","D","03","D","1500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04110872","1","0","1","195","D","1","D","05","D","158","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04110902","1","0","1","195","D","1","D","04","D","1316","D","","A","70","F","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04111152","1","0","1","140","D","1","D","05","D","650","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04111192","1","0","1","195","D","1","D","04","D","658","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04173491","1","0","1","120","D","1","D","02","D","85","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04173801","1","0","1","160","D","1","D","02","D","592","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04173911","1","0","1","195","D","1","D","01","D","600","D","","A","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04173943","1","0","1","120","D","1","D","02","D","218","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04173943","2","0","1","100","D","1","D","02","D","437","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04173943","3","0","1","140","D","1","D","02","D","800","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04174011","1","0","1","160","D","1","D","02","D","700","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04174081","1","0","1","120","D","1","D","03","D","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04174141","1","0","1","120","D","1","D","01","D","12","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04174551","1","0","1","120","D","1","D","01","D","275","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04174841","1","0","1","120","D","1","D","01","D","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04174882","1","0","1","140","D","1","D","01","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04174991","1","0","1","160","D","1","D","03","D","700","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04175021","1","0","1","140","D","1","D","03","D","972","D","","A","136","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04175084","1","0","1","120","D","1","D","03","D","55","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04175551","1","0","1","120","D","1","D","02","D","60","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04175551","2","0","1","100","D","1","D","02","D","600","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04175591","1","0","1","140","D","1","D","02","D","1800","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04175801","1","0","1","140","D","1","D","01","D","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04175871","1","0","1","140","D","1","D","01","D","3218","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04176121","1","0","1","120","D","1","D","02","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04176301","1","0","1","120","D","1","D","03","D","125","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04176301","2","0","1","140","D","1","D","03","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04176301","3","0","1","160","D","1","D","03","D","25","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04176364","1","0","1","120","D","1","D","03","D","65","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04176401","1","0","1","195","D","1","D","02","D","641","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04176541","1","0","1","160","D","1","D","01","D","350","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04176664","1","0","1","120","D","1","D","01","D","27","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04176861","1","0","1","100","D","1","D","03","D","674","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04176861","2","0","1","160","D","1","D","03","D","450","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04176861","3","0","1","120","D","1","D","03","D","235","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04176931","1","0","1","120","D","1","D","02","D","98","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04178421","1","0","1","180","D","1","D","03","D","360","D","","A","65","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04178421","2","0","1","195","D","1","D","03","D","1963","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04178511","1","0","1","160","D","1","D","01","D","800","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04178511","2","0","1","195","D","1","D","01","D","1200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04178741","1","0","1","120","D","1","D","02","D","160","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04178851","1","0","1","195","D","1","D","03","D","2297","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04178961","1","0","1","120","D","1","D","02","D","89","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04178971","1","0","1","120","D","1","D","01","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04179001","1","0","1","140","D","1","D","03","D","600","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04179001","2","0","1","195","D","1","D","03","D","600","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04179053","1","0","1","100","D","1","D","02","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04179053","2","0","1","220","D","2","D","","A","","A","","H","","A","195","D","140","D","","A","","A","","A","","A","","A","","A","","A"
"20192","04179053","2","1","1","195","D","2","D","","A","","A","122","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04179053","2","2","1","140","D","2","D","","A","","A","86","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04179111","1","0","1","195","D","1","D","01","D","680","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04179161","1","0","1","140","D","1","D","01","D","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04179241","1","0","1","195","D","1","D","01","D","1000","D","","A","45","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04179741","1","0","1","120","D","1","D","03","D","98","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04179771","1","0","1","195","D","1","D","02","D","800","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04179811","1","0","1","195","D","1","D","02","D","500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04179891","1","0","1","180","D","1","D","02","D","309","D","","A","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04179912","1","0","1","140","D","1","D","03","D","500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04179912","2","0","1","195","D","2","D","","A","","A","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04179981","1","0","1","120","D","1","D","03","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04180061","1","0","1","120","D","1","D","02","D","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04180471","1","0","1","195","D","1","D","03","D","1200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04180951","1","0","1","120","D","1","D","02","D","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04181221","1","0","1","220","D","1","D","02","D","","H","","A","","A","220","D","140","D","","A","","A","","A","","A","","A","","A","","A"
"20192","04181221","1","1","1","100","D","1","D","02","D","229","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04181221","1","2","1","120","D","1","D","02","D","170","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04181221","1","3","1","140","D","1","D","02","D","229","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04181221","1","4","1","195","D","1","D","02","D","472","E","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04181341","1","0","1","100","D","1","D","02","D","250","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04181501","1","0","1","100","D","1","D","01","D","499","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04181501","2","0","1","140","D","1","D","03","D","670","D","","A","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04182421","1","0","1","195","D","1","D","01","D","410","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04182431","1","0","1","120","D","1","D","03","D","49","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04182531","1","0","1","195","D","1","D","03","D","1312","D","","A","70","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04182551","1","0","1","140","D","1","D","02","D","2010","D","","A","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04182721","1","0","1","120","D","1","D","03","D","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04182781","1","0","1","195","D","1","D","03","D","1300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04183101","1","0","1","195","D","1","D","03","D","1300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04183891","1","0","1","140","D","1","D","04","D","2200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04184041","1","0","1","195","D","1","D","04","D","1626","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04184141","1","0","1","195","D","1","D","02","D","1500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04184264","1","0","1","120","D","1","D","04","D","250","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04184264","2","0","1","140","D","1","D","04","D","870","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04184264","3","0","1","195","D","1","D","04","D","1600","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04184271","1","0","1","120","D","1","D","02","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04184461","1","0","1","140","D","3","D","03","D","323","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04184601","1","0","1","100","D","1","D","04","D","540","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04184761","1","0","1","195","D","1","D","03","D","530","D","","A","40","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04184831","1","0","1","120","D","1","D","04","D","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04185071","1","0","1","120","D","1","D","02","D","69","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04185711","1","0","1","195","D","1","D","02","D","400","D","","A","65","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04186251","1","0","1","140","D","1","D","04","D","2655","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04186351","1","0","1","120","D","1","D","02","D","96","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04186491","1","0","1","180","D","1","D","03","D","179","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04186821","1","0","1","120","D","1","D","02","D","325","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04186821","2","0","1","100","D","1","D","02","D","575","D","","A","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04186821","3","0","1","140","D","1","D","02","D","1350","D","","A","50","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04187041","1","0","1","180","D","1","D","03","D","250","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04187111","1","0","1","120","D","1","D","02","D","66","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04187143","1","0","1","140","D","1","D","03","D","200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04187381","1","0","1","140","D","1","D","02","D","700","D","","A","80","D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04187411","1","0","1","160","D","1","D","02","D","400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04187491","1","0","1","100","D","1","D","02","D","1200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04187491","2","0","1","140","D","1","D","02","D","1600","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04187541","1","0","1","120","D","1","D","02","D","379","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04187581","1","0","1","100","D","1","D","02","D","500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04187581","2","0","1","140","D","1","D","02","D","1","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04187671","1","0","1","100","D","1","D","03","D","450","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04187851","1","0","1","120","D","1","D","02","D","85","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04187851","2","0","1","100","D","1","D","03","D","500","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04187871","1","0","1","100","D","1","D","02","D","1000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04188013","1","0","1","120","D","1","D","03","D","72","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04188061","1","0","1","100","D","1","D","04","D","54","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04188161","1","0","1","120","D","1","D","02","D","300","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04188311","1","0","1","195","D","1","D","04","D","1400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04188441","1","0","1","195","D","1","D","02","D","400","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04188651","1","0","1","180","D","1","D","04","D","120","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04188831","1","0","1","120","D","1","D","04","D","150","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04189301","1","0","1","195","D","1","D","02","D","800","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04190452","1","0","1","195","D","1","D","03","D","1200","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04190691","1","0","1","120","D","1","D","04","D","100","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04190771","1","0","1","195","D","1","D","04","D","3000","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04191004","1","0","1","120","D","1","D","02","D","30","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04191091","1","0","1","195","D","3","D","02","D","800","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20192","04191301","1","0","1","100","D","1","D","04","D","800","D","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
