nohhold,nomem,gebjaar,geslacht,positie,oplzon,oplmet,bezighei,aantalhh,aantalki,sted,regio,prov,woonvorm,account,kostwin,partner,woning
19025,1,1982,2,1,7,7,1,1,0,4,5,30,1,1,1,0,1
19076,1,1978,1,2,6,6,1,2,0,3,2,29,2,1,0,1,1
19076,2,1978,2,1,4,4,1,2,0,3,2,29,2,0,1,1,1
19117,1,1980,2,1,5,5,9,4,2,NA,NA,NA,4,1,1,0,2
19117,2,2003,1,5,3,3,6,4,2,NA,NA,NA,4,0,0,0,2
19117,3,2001,2,5,5,3,6,4,2,NA,NA,NA,4,0,0,0,2
19117,4,2018,2,7,8,8,13,4,2,NA,NA,NA,4,0,0,0,2
19125,1,1964,2,2,3,3,7,3,1,NA,NA,NA,3,1,0,1,2
19125,2,1962,1,1,1,9,1,3,1,NA,NA,NA,3,0,1,1,2
19125,3,1987,1,5,1,9,1,3,1,NA,NA,NA,3,0,0,1,2
19147,1,1930,1,1,6,6,8,2,0,2,2,27,2,1,1,1,2
19147,2,1932,2,2,6,6,7,2,0,2,2,27,2,0,0,1,2
19153,1,1945,1,1,6,6,8,2,0,NA,NA,NA,2,1,1,1,2
19153,2,1950,2,2,3,3,8,2,0,NA,NA,NA,2,0,0,1,2
19181,1,1956,1,2,3,3,9,2,0,NA,NA,NA,2,1,0,1,1
19181,2,1960,1,1,3,3,9,2,0,NA,NA,NA,2,0,1,1,1
19209,1,1952,2,1,3,3,7,1,0,NA,NA,NA,1,1,1,0,2
19221,1,1947,1,1,5,5,8,2,0,4,5,30,2,1,1,1,1
19221,2,1950,2,2,3,3,7,2,0,4,5,30,2,0,0,1,1
19256,1,1954,2,2,3,3,9,2,0,NA,NA,NA,2,1,0,1,1
19256,2,1954,1,1,3,3,1,2,0,NA,NA,NA,2,0,1,1,1
19282,1,1973,1,1,7,7,1,4,2,2,2,27,3,1,1,1,1
19282,2,1974,2,2,5,5,7,4,2,2,2,27,3,0,0,1,1
19282,3,2008,2,5,2,8,6,4,2,2,2,27,3,0,0,1,1
19282,4,2010,1,5,2,8,6,4,2,2,2,27,3,0,0,1,1
19304,1,1943,1,1,4,4,8,1,0,NA,NA,NA,1,1,1,0,2
19312,1,1968,1,1,3,2,9,1,0,4,5,31,1,1,1,0,2
19379,1,1958,2,2,6,6,12,2,0,NA,NA,NA,2,0,0,1,1
19379,2,1953,1,1,6,6,9,2,0,NA,NA,NA,2,1,1,1,1
19397,1,1978,2,1,6,6,1,3,2,5,3,20,4,1,1,0,2
19397,3,2005,2,5,5,2,6,3,2,5,3,20,4,0,0,0,2
19397,4,2010,2,5,2,8,13,3,2,5,3,20,4,0,0,0,2
19441,1,1973,1,2,7,5,9,2,0,2,2,28,2,1,0,1,1
19441,2,1974,2,1,6,6,1,2,0,2,2,28,2,0,1,1,1
19472,1,1983,2,1,5,5,1,1,0,NA,NA,NA,1,1,1,0,2
19580,1,1941,2,1,3,3,8,1,0,3,4,25,1,1,1,0,2
19588,1,1946,1,1,6,6,8,3,1,3,5,30,3,1,1,1,1
19588,2,1950,2,2,3,3,8,3,1,3,5,30,3,0,0,1,1
19588,3,1981,2,5,6,6,1,3,1,3,5,30,3,0,0,1,1
19604,1,1979,2,2,3,3,1,4,2,NA,NA,NA,3,0,0,1,1
19604,2,1978,1,1,2,2,1,4,2,NA,NA,NA,3,1,1,1,1
19604,3,2004,2,5,1,1,6,4,2,NA,NA,NA,3,0,0,1,1
19604,4,2008,1,5,2,8,6,4,2,NA,NA,NA,3,0,0,1,1
19615,1,1949,1,1,3,3,8,1,0,NA,NA,NA,1,1,1,0,2
19670,1,1954,1,1,6,6,1,2,0,NA,NA,NA,2,0,1,1,1
19670,2,1952,2,2,6,6,8,2,0,NA,NA,NA,2,1,0,1,1
19680,1,1972,1,1,5,5,1,5,3,1,3,20,3,0,1,1,2
19680,2,1976,2,2,4,4,1,5,3,1,3,20,3,1,0,1,2
19680,3,1998,2,5,7,4,6,5,3,1,3,20,3,0,0,1,2
19680,4,2000,1,5,5,3,6,5,3,1,3,20,3,0,0,1,2
19680,5,2001,2,5,3,2,6,5,3,1,3,20,3,0,0,1,2
19689,1,1949,2,1,3,3,8,1,0,2,4,23,1,1,1,0,1
19729,1,1956,1,1,5,5,1,2,0,5,3,22,2,1,1,1,1
19729,5,1960,2,2,5,5,3,2,0,5,3,22,2,0,0,1,1
19788,1,1969,2,2,5,5,1,5,3,NA,NA,NA,3,1,0,1,1
19788,2,1967,1,1,3,3,1,5,3,NA,NA,NA,3,0,1,1,1
19788,3,1997,2,5,6,6,6,5,3,NA,NA,NA,3,0,0,1,1
19788,4,1999,2,5,5,5,6,5,3,NA,NA,NA,3,0,0,1,1
19788,5,2001,1,5,5,5,6,5,3,NA,NA,NA,3,0,0,1,1
19842,1,1962,1,1,5,3,9,1,0,NA,NA,NA,1,1,1,0,2
19883,1,1969,2,1,6,6,1,2,1,NA,NA,NA,4,1,1,0,3
19883,2,2008,1,5,2,8,13,2,1,NA,NA,NA,4,0,0,0,3
19928,1,1958,1,1,5,5,1,2,0,5,3,20,2,0,1,1,1
19928,2,1961,2,2,3,2,7,2,0,5,3,20,2,1,0,1,1
19962,2,2004,1,5,3,2,6,3,2,2,4,23,4,0,0,0,1
19962,3,1977,2,1,6,6,1,3,2,2,4,23,4,1,1,0,1
19962,4,2006,1,5,3,2,6,3,2,2,4,23,4,0,0,0,1
19968,1,1972,1,1,5,5,1,2,0,4,4,25,2,1,1,1,1
19968,2,1970,2,2,6,6,1,2,0,4,4,25,2,0,0,1,1
19972,1,1970,1,1,5,5,1,2,0,NA,NA,NA,2,1,1,1,1
19972,2,1978,1,3,4,4,3,2,0,NA,NA,NA,2,0,0,1,1
19973,1,1933,2,1,2,2,8,1,0,2,1,28,1,1,1,0,1
20015,1,1997,1,1,7,7,6,1,0,NA,NA,NA,1,1,1,0,2
20022,1,1959,1,1,5,5,1,3,1,1,1,28,3,1,1,1,1
20022,2,1959,2,2,3,3,7,3,1,1,1,28,3,0,0,1,1
20022,4,1988,1,5,9,3,12,3,1,1,1,28,3,0,0,1,1
20055,1,1967,1,1,6,6,1,2,0,NA,NA,NA,2,1,1,1,1
20055,2,1972,2,2,5,3,1,2,0,NA,NA,NA,2,0,0,1,1
20057,1,1996,1,1,7,7,6,1,0,NA,NA,NA,1,1,1,0,2
20061,1,1946,2,1,6,6,8,1,0,NA,NA,NA,1,1,1,0,2
20069,1,1956,1,1,2,2,9,1,0,NA,NA,NA,1,1,1,0,2
20082,1,1967,2,2,4,4,1,2,0,NA,NA,NA,2,0,0,1,1
20082,2,1958,1,1,4,4,1,2,0,NA,NA,NA,2,1,1,1,1
20115,1,1961,1,1,5,5,1,2,0,NA,NA,NA,2,1,1,1,2
20115,2,1965,2,2,5,5,1,2,0,NA,NA,NA,2,0,0,1,2
20181,1,1964,1,1,6,6,1,1,0,NA,NA,NA,1,1,1,0,1
20198,1,1966,2,2,5,5,3,4,2,NA,NA,NA,3,0,0,1,1
20198,2,1963,1,1,7,6,1,4,2,NA,NA,NA,3,1,1,1,1
20198,3,1993,1,5,4,4,3,4,2,NA,NA,NA,3,0,0,1,1
20198,4,1997,2,5,5,5,1,4,2,NA,NA,NA,3,0,0,1,1
20251,1,1958,1,1,3,3,8,5,0,5,2,29,5,0,1,1,1
20251,2,1958,2,2,4,4,7,5,0,5,2,29,5,1,0,1,1
20251,3,1987,2,7,4,4,1,5,0,5,2,29,5,0,0,1,1
20251,4,1988,1,7,4,4,1,5,0,5,2,29,5,0,0,1,1
20251,5,1990,1,7,7,7,1,5,0,5,2,29,5,0,0,1,1
20319,1,1978,2,3,6,6,1,3,1,2,1,28,3,1,1,1,1
20319,2,2013,1,5,8,8,13,3,1,2,1,28,3,0,0,1,1
20319,3,1977,1,1,6,6,1,3,1,2,1,28,3,0,0,1,1
20325,1,1951,1,1,6,6,8,4,1,5,5,31,5,1,1,1,1
20325,2,1955,2,2,5,5,1,4,1,5,5,31,5,0,0,1,1
20325,3,1983,1,5,3,3,3,4,1,5,5,31,5,0,0,1,1
20325,4,1993,2,6,3,3,3,4,1,5,5,31,5,0,0,1,1
20330,1,1975,2,1,6,6,1,6,4,1,1,27,3,1,1,1,1
20330,2,1972,1,3,9,9,1,6,4,1,1,27,3,0,0,1,1
20330,3,2010,2,5,2,8,13,6,4,1,1,27,3,0,0,1,1
20330,4,2012,2,5,2,8,13,6,4,1,1,27,3,0,0,1,1
20330,5,2016,1,5,8,8,13,6,4,1,1,27,3,0,0,1,1
20330,6,2016,1,5,8,8,13,6,4,1,1,27,3,0,0,1,1
20411,1,1945,1,2,3,3,8,2,0,4,4,24,2,0,0,1,1
20411,2,1953,2,1,6,6,3,2,0,4,4,24,2,1,1,1,1
20417,1,1995,2,3,6,6,1,2,0,NA,NA,NA,2,1,0,1,1
20417,2,1993,1,1,5,5,1,2,0,NA,NA,NA,2,0,1,1,1
20478,1,1992,1,1,7,7,1,1,0,4,3,21,1,1,1,0,2
20523,1,1928,1,1,6,6,8,2,0,2,3,21,2,0,1,1,2
20523,2,1931,2,2,3,3,8,2,0,2,3,21,2,1,0,1,2
20655,1,1996,2,3,7,7,1,2,0,NA,NA,NA,2,1,0,1,2
20655,2,1992,1,1,6,6,1,2,0,NA,NA,NA,2,0,1,1,2
20726,1,1980,1,1,6,6,1,4,2,3,1,28,3,1,1,1,1
20726,2,1981,2,2,5,5,1,4,2,3,1,28,3,0,0,1,1
20726,3,2011,2,5,2,8,6,4,2,3,1,28,3,0,0,1,1
20726,5,2013,1,5,2,8,6,4,2,3,1,28,3,0,0,1,1
20764,1,1958,1,1,7,7,1,1,0,NA,NA,NA,1,1,1,0,1
20773,1,1959,2,2,3,2,7,2,0,NA,NA,NA,2,1,0,1,1
20773,2,1964,1,1,9,5,1,2,0,NA,NA,NA,2,0,1,1,1
20887,1,1973,2,1,6,6,1,3,2,4,4,24,4,1,1,0,2
20887,2,1999,2,5,5,3,6,3,2,4,4,24,4,0,0,0,2
20887,3,2005,2,5,3,2,6,3,2,4,4,24,4,0,0,0,2
20965,1,1984,1,1,5,5,1,4,2,5,3,21,3,1,1,1,1
20965,2,1983,2,2,5,5,1,4,2,5,3,21,3,0,0,1,1
20965,3,2013,2,5,2,8,13,4,2,5,3,21,3,0,0,1,1
20965,4,2016,2,5,8,8,13,4,2,5,3,21,3,0,0,1,1
21066,1,1959,2,1,4,4,1,2,0,NA,NA,NA,2,1,1,1,1
21066,2,1959,1,2,4,4,7,2,0,NA,NA,NA,2,0,0,1,1
21176,1,1949,1,1,3,3,8,2,0,2,5,30,2,1,1,1,1
21176,2,1953,2,2,3,3,7,2,0,2,5,30,2,0,0,1,1
21183,1,1982,1,1,7,7,1,1,0,NA,NA,NA,1,1,1,0,2
21203,1,1978,2,2,6,6,1,6,2,1,1,28,5,1,0,1,1
21203,2,2005,1,6,3,2,6,6,2,1,1,28,5,0,0,1,1
21203,3,2009,1,6,2,8,6,6,2,1,1,28,5,0,0,1,1
21203,4,1973,1,1,5,5,1,6,2,1,1,28,5,0,1,1,1
21203,5,2004,1,5,4,2,6,6,2,1,1,28,5,0,0,1,1
21203,6,2006,2,5,3,2,6,6,2,1,1,28,5,0,0,1,1
21272,1,1994,2,1,3,3,1,1,0,NA,NA,NA,1,1,1,0,2
21342,1,1951,1,1,5,5,8,2,0,5,5,31,2,1,1,1,1
21342,2,1949,2,2,3,3,8,2,0,5,5,31,2,0,0,1,1
21354,1,1967,1,1,5,5,1,1,0,NA,NA,NA,1,1,1,0,1
21390,1,1936,1,1,3,3,8,1,0,1,1,28,1,1,1,0,2
21392,1,1991,1,1,6,6,1,2,0,NA,NA,NA,2,1,1,1,1
21392,2,1989,2,3,3,3,1,2,0,NA,NA,NA,2,0,0,1,1
21415,1,1956,1,2,5,5,7,2,0,3,3,21,2,0,0,1,1
21415,2,1955,2,1,6,6,9,2,0,3,3,21,2,1,1,1,1
21447,1,1954,2,1,3,3,5,1,0,NA,NA,NA,1,1,1,0,2
21452,1,1981,1,1,7,4,1,4,2,2,5,31,3,1,0,1,1
21452,2,1981,2,2,7,5,1,4,2,2,5,31,3,0,0,1,1
21452,3,2016,1,5,8,8,13,4,2,2,5,31,3,0,0,1,1
21452,4,2018,2,5,8,8,13,4,2,2,5,31,3,0,1,1,1
21466,1,1994,2,1,7,7,1,1,0,NA,NA,NA,1,1,1,0,3
21594,1,1979,1,1,7,7,6,4,2,4,2,28,3,1,0,1,1
21594,2,1980,2,2,7,7,1,4,2,4,2,28,3,0,1,1,1
21594,3,2006,2,5,2,2,6,4,2,4,2,28,3,0,0,1,1
21594,5,2009,1,5,2,8,6,4,2,4,2,28,3,0,0,1,1
21615,1,1964,2,2,4,4,1,4,2,NA,NA,NA,3,1,0,1,1
21615,2,1967,1,1,7,7,1,4,2,NA,NA,NA,3,0,1,1,1
21615,3,1997,2,5,7,4,6,4,2,NA,NA,NA,3,0,0,1,1
21615,4,1995,1,5,6,5,6,4,2,NA,NA,NA,3,0,0,1,1
21631,1,1972,1,1,7,7,3,4,2,1,2,26,3,1,1,1,1
21631,2,1972,2,2,7,7,1,4,2,1,2,26,3,0,0,1,1
21631,3,2007,1,5,2,8,6,4,2,1,2,26,3,0,0,1,1
21631,4,2010,2,5,2,8,6,4,2,1,2,26,3,0,0,1,1
21657,1,1972,2,2,3,3,1,3,1,2,4,25,3,0,0,1,1
21657,2,1981,1,1,6,6,1,3,1,2,4,25,3,1,1,1,1
21657,4,2006,2,5,3,2,6,3,1,2,4,25,3,0,0,1,1
21660,1,1997,1,5,7,4,6,5,3,NA,NA,NA,3,1,0,1,1
21660,2,1967,2,2,6,6,1,5,3,NA,NA,NA,3,0,0,1,1
21660,3,1967,1,1,6,6,1,5,3,NA,NA,NA,3,0,1,1,1
21660,4,1999,2,5,5,3,6,5,3,NA,NA,NA,3,0,0,1,1
21660,5,2002,1,5,3,2,6,5,3,NA,NA,NA,3,0,0,1,1
21721,1,1955,2,1,3,3,9,1,0,NA,NA,NA,1,1,1,0,1
21735,1,1957,2,1,6,6,1,2,0,3,3,22,2,1,1,1,1
21735,3,1953,1,2,7,7,3,2,0,3,3,22,2,0,0,1,1
21751,1,1978,1,1,3,3,1,4,2,5,3,20,3,0,1,1,1
21751,2,1978,2,2,3,3,9,4,2,5,3,20,3,1,0,1,1
21751,3,2001,1,5,9,8,6,4,2,5,3,20,3,0,0,1,1
21751,4,2003,1,5,4,2,6,4,2,5,3,20,3,0,0,1,1
21784,1,1976,2,2,5,5,7,5,3,NA,NA,NA,3,0,0,1,1
21784,2,1979,1,1,6,6,1,5,3,NA,NA,NA,3,1,1,1,1
21784,3,2004,1,5,3,2,6,5,3,NA,NA,NA,3,0,0,1,1
21784,4,2007,2,5,2,8,6,5,3,NA,NA,NA,3,0,0,1,1
21784,5,2011,1,5,2,8,6,5,3,NA,NA,NA,3,0,0,1,1
21836,1,1989,1,2,6,6,1,2,0,5,3,21,2,0,1,1,2
21836,2,1985,2,1,7,7,3,2,0,5,3,21,2,1,0,1,2
21847,1,1949,1,1,3,3,8,2,0,4,5,30,2,0,1,1,1
21847,2,1946,2,2,3,2,8,2,0,4,5,30,2,1,0,1,1
21876,1,1952,1,1,4,4,8,2,0,5,3,21,2,1,1,1,1
21876,2,1954,2,2,3,3,1,2,0,5,3,21,2,0,0,1,1
21941,1,1970,1,1,3,3,1,4,2,NA,NA,NA,3,1,1,1,1
21941,2,1970,2,2,3,3,1,4,2,NA,NA,NA,3,0,0,1,1
21941,3,2000,1,5,4,4,6,4,2,NA,NA,NA,3,0,0,1,1
21941,4,2004,2,5,3,2,6,4,2,NA,NA,NA,3,0,0,1,1
21974,1,1986,2,7,5,5,1,2,0,4,2,26,5,1,1,0,2
21974,2,1988,2,1,6,6,12,2,0,4,2,26,5,0,0,0,2
21979,1,1988,1,1,7,7,1,2,0,3,2,26,2,1,1,1,1
21979,2,1985,2,2,6,6,1,2,0,3,2,26,2,0,0,1,1
22005,1,1969,2,1,7,7,3,3,2,NA,NA,NA,4,1,1,0,2
22005,2,2003,2,5,4,2,6,3,2,NA,NA,NA,4,0,0,0,2
22005,3,2005,2,5,4,2,6,3,2,NA,NA,NA,4,0,0,0,2
22058,1,1947,1,1,3,3,8,2,0,2,4,25,2,0,1,1,2
22058,2,1949,2,2,4,4,8,2,0,2,4,25,2,1,0,1,2
22065,1,1979,1,1,6,6,1,1,0,NA,NA,NA,1,1,1,0,1
22139,1,1962,1,1,3,3,3,3,0,NA,NA,NA,5,0,1,1,1
22139,2,1965,2,2,3,3,3,3,0,NA,NA,NA,5,1,0,1,1
22139,3,1992,2,7,7,7,1,3,0,NA,NA,NA,5,0,0,1,1
22162,1,1985,2,1,5,5,1,1,0,NA,NA,NA,1,1,1,0,1
22198,1,1988,1,1,6,5,1,1,0,NA,NA,NA,1,1,1,0,2
22246,1,1977,2,2,3,3,1,2,0,NA,NA,NA,2,1,0,1,1
22246,2,1980,1,1,3,3,1,2,0,NA,NA,NA,2,0,1,1,1
22251,1,1975,2,1,6,3,4,2,1,NA,NA,NA,4,1,1,0,2
22251,2,2007,1,5,2,8,6,2,1,NA,NA,NA,4,0,0,0,2
22278,1,1982,2,1,7,7,1,1,0,NA,NA,NA,1,1,1,0,1
22328,1,1981,1,1,6,6,1,4,2,5,5,30,3,1,1,1,1
22328,2,1984,2,2,7,7,1,4,2,5,5,30,3,0,0,1,1
22328,3,2015,1,5,2,8,6,4,2,5,5,30,3,0,0,1,1
22328,4,2017,1,5,8,8,13,4,2,5,5,30,3,0,0,1,1
22342,1,1977,2,1,6,6,1,3,2,3,2,27,4,1,1,0,1
22342,3,2006,1,5,1,2,6,3,2,3,2,27,4,0,0,0,1
22342,4,2012,1,5,2,8,6,3,2,3,2,27,4,0,0,0,1
22370,1,1949,1,2,5,5,8,2,0,3,4,25,2,0,1,1,2
22370,2,1953,2,1,3,3,8,2,0,3,4,25,2,1,0,1,2
22436,1,1943,1,1,6,6,8,2,0,NA,NA,NA,2,0,1,1,1
22436,2,1943,2,2,3,3,7,2,0,NA,NA,NA,2,1,0,1,1
22468,1,1946,2,2,5,5,8,2,0,2,4,25,2,1,0,1,2
22468,2,1944,1,1,5,5,8,2,0,2,4,25,2,0,1,1,2
22503,1,1940,1,1,3,3,8,1,0,NA,NA,NA,1,1,1,0,2
22570,1,1941,1,1,9,9,8,2,0,NA,NA,NA,2,0,1,1,1
22570,2,1944,2,2,3,3,8,2,0,NA,NA,NA,2,1,0,1,1
22592,1,1987,2,1,7,7,1,2,0,1,1,28,2,1,1,1,1
22592,2,1989,1,2,7,7,1,2,0,1,1,28,2,0,0,1,1
22602,1,1961,2,1,6,6,9,1,0,NA,NA,NA,1,1,1,0,1
22653,1,1941,2,1,6,6,8,2,0,NA,NA,NA,2,0,0,1,1
22653,2,1934,1,2,6,6,8,2,0,NA,NA,NA,2,1,1,1,1
22673,1,1981,2,1,5,5,1,1,0,4,5,31,1,1,1,0,2
22696,1,1951,2,2,3,3,8,2,0,NA,NA,NA,2,1,0,1,1
22696,2,1949,1,1,3,3,8,2,0,NA,NA,NA,2,0,1,1,1
22790,1,1954,1,1,3,3,7,1,0,NA,NA,NA,1,1,1,0,1
22816,1,1941,1,1,3,3,8,2,0,5,2,28,2,1,1,1,1
22816,10,1946,2,2,3,3,8,2,0,5,2,28,2,0,0,1,1
22854,1,1954,2,2,3,3,4,2,0,4,4,23,2,1,0,1,1
22854,2,1953,1,1,5,5,8,2,0,4,4,23,2,0,1,1,1
22893,1,1992,2,2,6,5,1,2,0,NA,NA,NA,2,0,0,1,1
22893,2,1992,1,1,4,5,1,2,0,NA,NA,NA,2,1,1,1,1
22921,1,1946,1,1,4,3,8,2,0,2,2,27,2,1,1,1,1
22921,2,1954,2,2,3,3,11,2,0,2,2,27,2,0,0,1,1
22943,1,1972,1,1,6,6,1,5,3,NA,NA,NA,3,1,1,1,1
22943,2,1973,2,2,5,5,3,5,3,NA,NA,NA,3,0,0,1,1
22943,3,2003,2,5,3,2,6,5,3,NA,NA,NA,3,0,0,1,1
22943,4,2009,1,5,1,8,6,5,3,NA,NA,NA,3,0,0,1,1
22943,5,2010,1,5,2,8,6,5,3,NA,NA,NA,3,0,0,1,1
22945,1,1977,1,1,6,5,1,1,0,NA,NA,NA,1,1,1,0,1
23033,1,1993,2,1,6,6,1,1,0,NA,NA,NA,1,1,1,0,2
23038,1,1946,1,1,4,3,3,2,0,2,4,25,2,1,1,1,1
23038,2,1948,2,2,3,3,2,2,0,2,4,25,2,0,0,1,1
23090,1,1958,2,1,6,6,1,2,0,NA,NA,NA,2,1,1,1,1
23090,2,1978,1,3,3,3,1,2,0,NA,NA,NA,2,0,0,1,1
23160,1,1993,2,1,7,7,1,1,0,1,2,26,1,1,1,0,1
23163,1,1986,2,2,7,6,9,2,0,1,1,27,2,1,0,1,1
23163,2,1979,1,1,6,6,1,2,0,1,1,27,2,0,1,1,1
23195,1,1984,1,1,5,5,4,1,0,NA,NA,NA,1,1,1,0,2
23254,1,1982,1,1,5,5,1,1,0,NA,NA,NA,1,1,1,0,1
23280,1,1993,2,1,7,7,1,1,0,NA,NA,NA,1,1,1,0,3
23351,1,1995,2,1,7,7,6,1,0,NA,NA,NA,1,1,1,0,2
23364,1,1969,1,1,6,6,2,5,3,NA,NA,NA,3,1,1,1,1
23364,2,1971,2,2,5,5,2,5,3,NA,NA,NA,3,0,0,1,1
23364,3,1999,1,5,5,5,6,5,3,NA,NA,NA,3,0,0,1,1
23364,4,2001,2,5,5,2,6,5,3,NA,NA,NA,3,0,0,1,1
23364,5,2002,1,5,5,2,6,5,3,NA,NA,NA,3,0,0,1,1
23404,1,1972,2,2,5,5,1,4,2,NA,NA,NA,3,0,0,1,1
23404,2,1967,1,1,3,3,1,4,2,NA,NA,NA,3,1,1,1,1
23404,3,1998,1,5,5,5,1,4,2,NA,NA,NA,3,0,0,1,1
23404,4,2001,1,5,5,3,6,4,2,NA,NA,NA,3,0,0,1,1
23417,1,1966,1,1,5,5,1,4,2,4,5,30,3,0,1,1,1
23417,2,1970,2,2,6,6,7,4,2,4,5,30,3,1,0,1,1
23417,3,2002,1,5,4,2,6,4,2,4,5,30,3,0,0,1,1
23417,4,2003,1,5,4,2,6,4,2,4,5,30,3,0,0,1,1
23468,1,1974,1,1,5,3,1,1,0,4,2,28,1,1,1,0,1
23516,1,1952,2,1,3,3,8,3,1,1,1,28,3,1,1,1,2
23516,2,1956,1,3,3,3,1,3,1,1,1,28,3,0,0,1,2
23516,3,1987,1,5,7,7,1,3,1,1,1,28,3,0,0,1,2
23659,1,1936,1,1,6,6,8,2,0,4,2,27,2,0,1,1,1
23659,2,1940,2,2,3,3,8,2,0,4,2,27,2,1,0,1,1
23689,1,1962,2,2,5,5,1,2,0,3,5,30,2,1,0,1,1
23689,2,1959,1,1,5,3,1,2,0,3,5,30,2,0,1,1,1
23727,1,1983,2,1,7,7,9,2,0,NA,NA,NA,5,0,1,0,2
23727,2,1986,2,7,5,5,9,2,0,NA,NA,NA,5,1,0,0,2
23737,1,1956,2,2,3,3,9,2,0,NA,NA,NA,2,1,0,1,1
23737,2,1951,1,1,1,1,3,2,0,NA,NA,NA,2,0,1,1,1
23758,1,1948,1,1,4,4,8,2,0,4,1,28,2,1,1,1,2
23758,2,1951,2,2,4,4,8,2,0,4,1,28,2,0,0,1,2
23786,1,1988,1,1,7,7,1,2,0,NA,NA,NA,2,1,0,1,1
23786,2,1991,2,2,6,6,1,2,0,NA,NA,NA,2,0,1,1,1
23788,1,1951,2,1,4,4,8,2,1,NA,NA,NA,4,1,1,0,1
23788,2,1987,1,5,4,4,1,2,1,NA,NA,NA,4,0,0,0,1
23845,1,1964,2,1,5,5,10,1,0,NA,NA,NA,1,1,1,0,2
23885,1,1985,1,1,6,6,1,2,0,1,1,27,2,1,1,1,2
23885,2,1985,2,3,7,7,3,2,0,1,1,27,2,0,0,1,2
23900,1,1952,2,2,3,3,7,2,0,2,4,25,2,0,0,1,1
23900,8,1946,1,1,3,3,8,2,0,2,4,25,2,1,1,1,1
23933,1,1990,1,1,6,6,1,2,1,NA,NA,NA,4,1,1,0,1
23933,2,2017,2,5,8,8,13,2,1,NA,NA,NA,4,0,0,0,1
23940,1,1979,1,1,5,5,1,1,0,NA,NA,NA,1,1,1,0,3
23993,1,1963,1,1,7,7,1,1,0,NA,NA,NA,1,1,1,0,1
24014,1,1959,1,1,5,5,1,3,1,4,5,30,3,0,1,1,1
24014,2,1961,2,2,3,3,1,3,1,4,5,30,3,1,0,1,1
24014,5,1983,2,5,6,5,6,3,1,4,5,30,3,0,0,1,1
24050,1,1940,1,1,3,3,8,1,0,2,1,28,1,1,1,0,1
24058,1,1981,2,2,7,7,1,5,3,NA,NA,NA,3,1,0,1,1
24058,2,1978,1,1,6,5,1,5,3,NA,NA,NA,3,0,1,1,1
24058,3,2012,2,5,2,8,13,5,3,NA,NA,NA,3,0,0,1,1
24058,4,2015,1,5,2,8,13,5,3,NA,NA,NA,3,0,0,1,1
24058,5,2017,2,5,8,8,13,5,3,NA,NA,NA,3,0,0,1,1
24072,1,1968,2,2,6,6,7,4,2,NA,NA,NA,3,1,0,1,1
24072,2,1962,1,1,7,7,1,4,2,NA,NA,NA,3,0,1,1,1
24072,3,1992,2,5,7,7,1,4,2,NA,NA,NA,3,0,0,1,1
24072,4,1994,1,5,7,4,6,4,2,NA,NA,NA,3,0,0,1,1
24079,1,1975,2,1,6,6,1,3,1,4,4,25,3,1,1,1,1
24079,2,1976,1,2,5,5,1,3,1,4,4,25,3,0,0,1,1
24079,3,2014,2,5,2,8,6,3,1,4,4,25,3,0,0,1,1
24129,1,1971,1,1,5,5,3,1,0,2,2,26,1,1,1,0,2
24140,1,1968,1,1,6,6,1,4,2,NA,NA,NA,3,1,1,1,1
24140,2,1967,2,3,6,6,1,4,2,NA,NA,NA,3,0,0,1,1
24140,3,1998,1,5,3,3,6,4,2,NA,NA,NA,3,0,0,1,1
24140,4,2005,2,5,3,2,6,4,2,NA,NA,NA,3,0,0,1,1
24154,1,1944,2,1,3,3,7,1,0,NA,NA,NA,1,1,1,0,1
24188,1,1958,1,1,6,6,1,3,1,NA,NA,NA,3,1,1,1,1
24188,2,1963,2,2,5,5,1,3,1,NA,NA,NA,3,0,0,1,1
24188,3,1992,1,5,5,5,1,3,1,NA,NA,NA,3,0,0,1,1
24220,1,1961,1,1,7,7,11,1,0,2,5,30,1,1,1,0,1
24234,1,1961,2,1,3,3,9,1,0,NA,NA,NA,1,1,1,0,1
24259,1,1979,1,1,5,5,1,1,0,NA,NA,NA,1,1,1,0,1
24298,1,1963,2,2,5,5,2,2,0,NA,NA,NA,2,0,0,1,1
24298,2,1963,1,1,6,6,3,2,0,NA,NA,NA,2,1,1,1,1
24332,1,1945,1,1,6,6,8,1,0,5,2,27,1,1,1,0,1
24365,1,1971,2,1,6,4,1,3,2,NA,NA,NA,4,1,1,0,1
24365,2,2005,1,5,4,2,13,3,2,NA,NA,NA,4,0,0,0,1
24365,3,2006,1,5,3,2,13,3,2,NA,NA,NA,4,0,0,0,1
24375,1,1954,1,1,6,6,1,4,0,NA,NA,NA,5,1,1,1,1
24375,2,1961,2,2,3,3,7,4,0,NA,NA,NA,5,0,0,1,1
24375,3,1993,1,7,7,7,6,4,0,NA,NA,NA,5,0,0,1,1
24375,4,1997,2,7,7,7,6,4,0,NA,NA,NA,5,0,0,1,1
24412,1,1954,2,2,3,3,7,2,0,3,2,26,2,1,0,1,2
24412,2,1950,1,1,3,3,8,2,0,3,2,26,2,0,1,1,2
24424,1,1940,2,1,4,4,8,1,0,NA,NA,NA,1,1,1,0,1
24446,1,1940,1,1,7,7,8,1,0,1,1,28,1,1,1,0,1
